woreda_name,environ_var_code,week_epidemiar,ref_value,ref_sd,ref_yrcount,ref_max,ref_uq,ref_median,ref_lq,ref_min
Aba-Korow,lst_mean,43,27.21128408,1.66788666,12,29.92819100,28.41013950,26.97328300,25.61561750,24.88318100
Aba-Korow,lst_mean,44,26.58435942,1.85768334,12,29.70045900,27.77566200,25.83421100,25.18789975,24.51059500
Aba-Korow,lst_mean,45,26.68989050,1.71077775,12,29.39809300,27.96240350,26.71452700,24.99159450,24.49027400
Aba-Korow,lst_mean,46,26.79677117,1.74702942,12,29.16183000,28.66160650,26.35714000,25.20169850,24.54465000
Aba-Korow,lst_mean,47,26.99032317,1.16415562,12,28.55896100,27.83906500,27.24869050,26.31285250,24.72672900
Aba-Korow,lst_mean,48,27.27702167,1.29228258,12,28.31019200,28.21093375,27.73568750,26.95680850,24.46167500
Aba-Korow,lst_mean,49,27.64661842,1.23893334,12,29.04908800,28.46068300,27.99465550,27.24511350,24.69435600
Aba-Korow,lst_mean,50,27.61622733,1.19325382,12,29.16409000,28.54250625,27.66541200,27.03619625,25.05464400
Aba-Korow,lst_mean,51,27.93465733,1.19087952,12,29.58388000,28.47376425,28.04022050,27.68694975,24.71957900
Aba-Korow,lst_mean,52,27.79224400,0.96870631,13,29.57902500,28.46706200,27.85048200,27.23275300,25.80612000
Aba-Korow,ndvi,1,0.05370423,0.10716741,13,0.32501500,0.00000000,0.00000000,0.00000000,0.00000000
Aba-Korow,ndvi,2,0.10042167,0.10579432,12,0.23249500,0.19984250,0.08691250,0.00000000,0.00000000
